"cole_depto_ubicacion","fami_estratovivienda","fami_personashogar","fami_tieneautomovil","fami_tienecomputador","fami_tieneinternet","fami_tienelavadora","punt_global"
"CAUCA","Estrato 2","3 a 4","No","Si","No","Si","255"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","396"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","375"
"ANTIOQUIA","Estrato 2","3 a 4","No","Si","No","Si","246"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","346"
"VALLE","Estrato 2","5 a 6","No","Si","Si","Si","301"
"GUAINIA","Sin Estrato","5 a 6","No","No","No","No","254"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","274"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","242"
"META","Estrato 3","1 a 2","No","Si","No","Si","188"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","212"
"CESAR","Estrato 1","3 a 4","No","Si","Si","Si","202"
"CAUCA","Estrato 4","3 a 4","Si","Si","Si","Si","366"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","272"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","331"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","306"
"MAGDALENA","Estrato 4","3 a 4","Si","Si","Si","Si","335"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","247"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","322"
"BOGOTÁ","Estrato 2","1 a 2","No","No","No","Si","181"
"BOGOTÁ","Estrato 6","1 a 2","Si","Si","Si","Si","320"
"ANTIOQUIA","Estrato 2","7 a 8","No","Si","Si","Si","210"
"CESAR","Estrato 2","9 o más","No","No","No","No","208"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","240"
"CESAR","Estrato 2","3 a 4","No","Si","Si","No","218"
"ANTIOQUIA","Estrato 6","5 a 6","Si","Si","Si","Si","252"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","371"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","336"
"ANTIOQUIA","Estrato 1","3 a 4","No","Si","Si","No","247"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","305"
"CUNDINAMARCA","Estrato 3","3 a 4","Si","Si","No","Si","270"
"ATLANTICO","Estrato 4","1 a 2","Si","Si","Si","Si","282"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","320"
"NARIÑO","Estrato 3","5 a 6","No","No","Si","Si","226"
"CUNDINAMARCA","Estrato 2","5 a 6","No","No","Si","No","309"
"BOLIVAR","Estrato 4","3 a 4","Si","Si","Si","Si","389"
"VALLE","Estrato 5","1 a 2","Si","Si","Si","Si","348"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","227"
"VALLE","Estrato 6","5 a 6","Si","Si","Si","Si","355"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","No","Si","222"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","277"
"BOGOTÁ","Estrato 1","5 a 6","No","No","No","Si","255"
"CAUCA","Estrato 3","5 a 6","No","Si","Si","Si","315"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","297"
"NARIÑO","Estrato 3","3 a 4","No","No","Si","No","273"
"VALLE","Estrato 3","7 a 8","Si","Si","Si","Si","237"
"LA GUAJIRA","Sin Estrato","7 a 8","No","No","No","No","206"
"BOYACA","Estrato 2","3 a 4","No","Si","Si","Si","295"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","362"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","237"
"NARIÑO","Estrato 3","1 a 2","Si","Si","Si","Si","216"
"VALLE","Estrato 1","5 a 6","No","No","No","No","202"
"VALLE","Estrato 3","1 a 2","Si","No","Si","Si","264"
"VALLE","Estrato 4","1 a 2","Si","Si","Si","Si","318"
"CALDAS","Estrato 6","3 a 4","Si","Si","Si","Si","346"
"NARIÑO","Estrato 4","1 a 2","Si","Si","Si","Si","374"
"CAUCA","Estrato 4","1 a 2","Si","Si","Si","Si","307"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","357"
"CESAR","Estrato 1","5 a 6","No","No","No","Si","181"
"SANTANDER","Estrato 4","5 a 6","Si","Si","Si","Si","282"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","185"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","348"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","332"
"CUNDINAMARCA","Estrato 6","3 a 4","Si","Si","Si","Si","354"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","283"
"NORTE SANTANDER","Estrato 1","5 a 6","No","No","No","No","227"
"BOGOTÁ","Estrato 5","5 a 6","No","Si","Si","Si","389"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","409"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","278"
"VALLE","Estrato 2","5 a 6","No","Si","Si","Si","182"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","277"
"NARIÑO","Estrato 3","3 a 4","Si","Si","Si","Si","333"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","308"
"RISARALDA","Estrato 3","3 a 4","Si","Si","Si","Si","318"
"VALLE","Estrato 6","3 a 4","No","Si","Si","Si","260"
"CUNDINAMARCA","Estrato 3","3 a 4","No","No","Si","No","206"
"CUNDINAMARCA","Estrato 3","3 a 4","No","Si","Si","Si","379"
"BOGOTÁ","Estrato 1","3 a 4","No","No","Si","Si","241"
"CUNDINAMARCA","Estrato 1","3 a 4","No","No","No","No","165"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","238"
"ATLANTICO","Estrato 6","3 a 4","Si","Si","Si","Si","337"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","256"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","265"
"META","Estrato 2","3 a 4","No","No","No","Si","215"
"CAUCA","Estrato 5","3 a 4","Si","Si","Si","Si","363"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","368"
"NARIÑO","Estrato 2","3 a 4","Si","Si","Si","Si","231"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","352"
"ANTIOQUIA","Estrato 1","3 a 4","No","Si","No","No","167"
"VALLE","Estrato 2","3 a 4","No","Si","No","Si","349"
"META","Estrato 1","7 a 8","No","No","No","Si","193"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","345"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","250"
"VALLE","Estrato 2","5 a 6","No","No","Si","Si","224"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","295"
"RISARALDA","Estrato 5","1 a 2","Si","Si","Si","Si","316"
"VALLE","Estrato 3","1 a 2","Si","Si","Si","Si","356"
"META","Estrato 2","3 a 4","Si","Si","Si","Si","238"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","357"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","188"
"CESAR","Estrato 1","5 a 6","No","Si","No","Si","223"
"CAUCA","Estrato 6","5 a 6","Si","Si","Si","Si","305"
"VALLE","Estrato 2","5 a 6","No","No","Si","Si","215"
"CESAR","Estrato 5","3 a 4","Si","Si","Si","Si","278"
"CESAR","Estrato 1","3 a 4","No","No","No","Si","192"
"VALLE","Estrato 1","9 o más","No","No","No","Si","335"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","373"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","358"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","294"
"ANTIOQUIA","Estrato 3","3 a 4","Si","Si","Si","Si","155"
"META","Estrato 3","3 a 4","No","No","Si","Si","210"
"VALLE","Estrato 2","3 a 4","No","Si","Si","No","246"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","318"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","328"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","182"
"ATLANTICO","Estrato 6","3 a 4","Si","Si","Si","Si","327"
"ANTIOQUIA","Estrato 2","3 a 4","Si","Si","Si","Si","176"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","268"
"CUNDINAMARCA","Estrato 4","3 a 4","Si","Si","Si","Si","357"
"SANTANDER","Estrato 1","3 a 4","No","No","No","No","242"
"RISARALDA","Estrato 5","1 a 2","Si","Si","Si","Si","368"
"BOGOTÁ","Estrato 3","5 a 6","No","Si","Si","Si","257"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","262"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","326"
"BOGOTÁ","Estrato 2","5 a 6","No","Si","No","No","205"
"NARIÑO","Estrato 1","5 a 6","Si","No","Si","No","210"
"NORTE SANTANDER","Estrato 1","3 a 4","No","Si","Si","Si","236"
"VALLE","Estrato 4","1 a 2","Si","Si","Si","Si","298"
"ANTIOQUIA","Estrato 3","1 a 2","No","Si","Si","Si","245"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","161"
"CALDAS","Estrato 6","3 a 4","Si","Si","Si","Si","320"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","340"
"CESAR","Estrato 1","3 a 4","No","No","No","Si","229"
"TOLIMA","Estrato 4","3 a 4","Si","Si","Si","Si","263"
"META","Estrato 2","3 a 4","Si","Si","Si","Si","191"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","346"
"VALLE","Estrato 6","5 a 6","Si","Si","Si","Si","309"
"CESAR","Estrato 2","5 a 6","Si","No","No","No","172"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","411"
"TOLIMA","Estrato 5","3 a 4","Si","Si","Si","Si","174"
"CUNDINAMARCA","Estrato 1","3 a 4","No","Si","Si","Si","241"
"CUNDINAMARCA","Estrato 2","3 a 4","No","Si","Si","No","239"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","No","235"
"CORDOBA","Estrato 3","3 a 4","Si","Si","Si","Si","175"
"CAUCA","Estrato 4","5 a 6","Si","Si","Si","Si","254"
"VALLE","Estrato 1","5 a 6","Si","Si","Si","Si","202"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","163"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","306"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","277"
"CAUCA","Estrato 2","3 a 4","No","No","No","Si","239"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","333"
"ANTIOQUIA","Estrato 5","3 a 4","Si","Si","Si","Si","345"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","346"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","296"
"VALLE","Estrato 2","7 a 8","Si","Si","Si","Si","358"
"BOYACA","Estrato 3","5 a 6","Si","Si","Si","Si","260"
"PUTUMAYO","Estrato 1","3 a 4","No","No","No","No","206"
"VALLE","Estrato 6","7 a 8","Si","Si","Si","Si","318"
"CALDAS","Estrato 6","5 a 6","Si","Si","Si","Si","358"
"BOGOTÁ","Estrato 2","1 a 2","No","Si","Si","Si","286"
"NARIÑO","Estrato 2","3 a 4","No","No","Si","No","272"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","347"
"BOGOTÁ","Estrato 3","5 a 6","Si","Si","Si","Si","180"
"CESAR","Estrato 2","5 a 6","Si","Si","Si","Si","310"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","330"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","418"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","252"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","392"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","370"
"CAUCA","Estrato 5","3 a 4","Si","No","Si","No","197"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","275"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","359"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","353"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","263"
"BOGOTÁ","Estrato 3","1 a 2","Si","No","Si","No","206"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","305"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","384"
"ATLANTICO","Estrato 3","5 a 6","No","Si","No","Si","245"
"BOGOTÁ","Estrato 3","1 a 2","Si","Si","Si","Si","375"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","331"
"SANTANDER","Estrato 2","5 a 6","No","No","Si","Si","300"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","394"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","287"
"ATLANTICO","Estrato 5","1 a 2","Si","Si","Si","Si","290"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","197"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","314"
"BOGOTÁ","Estrato 2","5 a 6","No","Si","Si","Si","223"
"VALLE","Estrato 1","5 a 6","No","Si","Si","Si","277"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","325"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","243"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","282"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","282"
"CUNDINAMARCA","Estrato 2","3 a 4","No","Si","Si","No","211"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","373"
"ATLANTICO","Estrato 5","3 a 4","Si","Si","Si","Si","343"
"NARIÑO","Estrato 3","3 a 4","Si","Si","Si","Si","307"
"ATLANTICO","Estrato 3","3 a 4","Si","Si","Si","Si","298"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","228"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","348"
"CUNDINAMARCA","Estrato 2","3 a 4","Si","No","Si","Si","239"
"ANTIOQUIA","Estrato 5","3 a 4","Si","Si","Si","Si","347"
"HUILA","Estrato 1","5 a 6","No","Si","Si","Si","176"
"CAUCA","Estrato 2","5 a 6","Si","Si","Si","Si","302"
"CAUCA","Estrato 4","5 a 6","Si","Si","Si","Si","377"
"RISARALDA","Estrato 6","1 a 2","Si","Si","Si","Si","353"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","328"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","270"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","386"
"VALLE","Estrato 2","3 a 4","No","No","Si","No","277"
"CESAR","Estrato 3","5 a 6","Si","Si","No","Si","325"
"VALLE","Estrato 1","3 a 4","No","Si","Si","Si","317"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","367"
"VALLE","Estrato 2","3 a 4","Si","No","Si","Si","326"
"META","Estrato 2","5 a 6","No","No","Si","Si","249"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","320"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","354"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","364"
"QUINDIO","Estrato 4","3 a 4","Si","Si","Si","Si","357"
"RISARALDA","Estrato 6","3 a 4","Si","Si","Si","Si","333"
"SANTANDER","Estrato 5","5 a 6","Si","Si","Si","Si","417"
"CUNDINAMARCA","Estrato 1","3 a 4","No","No","Si","Si","223"
"CESAR","Estrato 2","1 a 2","No","Si","No","No","211"
"ATLANTICO","Estrato 2","3 a 4","No","No","No","No","194"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","270"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","333"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","345"
"ATLANTICO","Estrato 6","7 a 8","Si","Si","Si","Si","341"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","380"
"NARIÑO","Estrato 1","5 a 6","No","No","Si","Si","219"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","302"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","348"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","334"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","364"
"BOGOTÁ","Estrato 2","3 a 4","Si","Si","Si","Si","238"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","326"
"CUNDINAMARCA","Estrato 4","3 a 4","Si","Si","Si","Si","327"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","240"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","363"
"VALLE","Estrato 3","5 a 6","Si","No","Si","Si","264"
"CUNDINAMARCA","Estrato 3","3 a 4","Si","Si","Si","Si","226"
"ATLANTICO","Estrato 4","1 a 2","Si","Si","Si","Si","325"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","372"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","268"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","212"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","351"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","265"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","240"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","263"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","282"
"NARIÑO","Estrato 3","3 a 4","No","Si","Si","Si","364"
"CAUCA","Estrato 3","3 a 4","No","Si","Si","No","306"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","233"
"VALLE","Estrato 5","1 a 2","Si","Si","Si","Si","230"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","340"
"VALLE","Estrato 2","5 a 6","Si","No","Si","Si","327"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","351"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","195"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","219"
"SANTANDER","Estrato 2","3 a 4","No","Si","Si","Si","201"
"BOGOTÁ","Estrato 3","5 a 6","Si","No","No","Si","216"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","334"
"TOLIMA","Estrato 2","3 a 4","No","No","Si","Si","212"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","325"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","306"
"ARAUCA","Estrato 2","1 a 2","No","No","No","No","187"
"NARIÑO","Estrato 2","3 a 4","Si","Si","Si","Si","326"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","258"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","356"
"BOGOTÁ","Estrato 1","3 a 4","No","No","Si","Si","250"
"CAUCA","Sin Estrato","5 a 6","Si","Si","Si","Si","295"
"BOGOTÁ","Estrato 1","3 a 4","No","Si","Si","Si","257"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","242"
"HUILA","Estrato 2","5 a 6","Si","Si","Si","Si","199"
"BOLIVAR","Estrato 5","3 a 4","Si","Si","Si","Si","370"
"VALLE","Estrato 1","3 a 4","Si","Si","No","Si","293"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","345"
"PUTUMAYO","Estrato 1","5 a 6","No","Si","No","No","307"
"BOGOTÁ","Estrato 4","5 a 6","Si","Si","Si","Si","363"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","314"
"BOGOTÁ","Estrato 5","3 a 4","No","Si","Si","Si","314"
"BOLIVAR","Estrato 5","3 a 4","Si","Si","Si","Si","380"
"VALLE","Estrato 5","1 a 2","Si","Si","Si","Si","267"
"NORTE SANTANDER","Estrato 2","3 a 4","No","No","No","No","273"
"CUNDINAMARCA","Estrato 2","3 a 4","No","Si","Si","Si","230"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","344"
"CESAR","Estrato 1","3 a 4","No","No","Si","No","191"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","333"
"VALLE","Estrato 2","7 a 8","No","Si","Si","No","179"
"NARIÑO","Estrato 3","3 a 4","Si","Si","Si","Si","357"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","314"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","255"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","362"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","215"
"VALLE","Estrato 2","1 a 2","Si","Si","Si","Si","258"
"CAQUETA","Estrato 1","5 a 6","No","No","Si","Si","196"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","382"
"CAUCA","Estrato 4","3 a 4","Si","Si","Si","Si","239"
"BOGOTÁ","Estrato 2","5 a 6","No","Si","Si","Si","258"
"BOLIVAR","Estrato 1","3 a 4","No","No","No","Si","180"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","235"
"CUNDINAMARCA","Estrato 2","3 a 4","Si","Si","Si","Si","233"
"ANTIOQUIA","Estrato 1","3 a 4","No","Si","Si","Si","186"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","398"
"CALDAS","Estrato 4","3 a 4","Si","Si","Si","Si","371"
"VALLE","Sin Estrato","7 a 8","Si","Si","Si","Si","276"
"VALLE","Estrato 2","9 o más","No","No","Si","Si","305"
"ANTIOQUIA","Estrato 5","5 a 6","Si","Si","Si","Si","328"
"ANTIOQUIA","Estrato 3","7 a 8","No","No","Si","Si","153"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","321"
"BOGOTÁ","Estrato 3","1 a 2","No","Si","Si","Si","283"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","303"
"VALLE","Estrato 3","3 a 4","No","No","No","No","277"
"VALLE","Estrato 2","3 a 4","Si","No","Si","Si","255"
"NARIÑO","Estrato 1","5 a 6","No","No","No","Si","212"
"CUNDINAMARCA","Estrato 3","7 a 8","No","No","Si","Si","300"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","205"
"BOGOTÁ","Estrato 3","1 a 2","Si","Si","Si","Si","258"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","341"
"NORTE SANTANDER","Estrato 2","5 a 6","Si","Si","Si","Si","301"
"VALLE","Estrato 2","3 a 4","No","No","Si","Si","232"
"ATLANTICO","Estrato 5","3 a 4","Si","Si","Si","Si","382"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","292"
"NORTE SANTANDER","Estrato 2","1 a 2","No","No","Si","No","351"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","290"
"NARIÑO","Estrato 1","1 a 2","No","No","No","No","232"
"ATLANTICO","Estrato 6","9 o más","Si","Si","Si","Si","276"
"CESAR","Estrato 1","3 a 4","No","No","No","No","220"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","295"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","349"
"VALLE","Estrato 1","3 a 4","Si","No","Si","Si","334"
"BOGOTÁ","Estrato 2","3 a 4","No","No","Si","Si","214"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","216"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","352"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","328"
"CESAR","Estrato 1","5 a 6","No","No","No","No","250"
"VALLE","Estrato 2","3 a 4","No","No","Si","Si","303"
"BOGOTÁ","Estrato 1","5 a 6","No","Si","Si","No","222"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","372"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","255"
"VALLE","Estrato 5","1 a 2","Si","Si","Si","Si","271"
"VALLE","Estrato 2","3 a 4","No","No","No","Si","228"
"CUNDINAMARCA","Estrato 6","3 a 4","Si","Si","Si","Si","315"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","248"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","307"
"BOGOTÁ","Estrato 2","3 a 4","Si","No","Si","No","201"
"BOGOTÁ","Estrato 3","3 a 4","No","No","Si","Si","240"
"NORTE SANTANDER","Estrato 3","3 a 4","Si","Si","Si","Si","293"
"VALLE","Estrato 6","5 a 6","Si","Si","Si","Si","246"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","321"
"BOLIVAR","Estrato 5","5 a 6","Si","Si","Si","Si","313"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","264"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","259"
"CORDOBA","Estrato 3","5 a 6","No","Si","Si","Si","173"
"BOGOTÁ","Estrato 2","3 a 4","No","No","Si","Si","212"
"VALLE","Estrato 1","3 a 4","No","No","No","No","253"
"NARIÑO","Estrato 1","5 a 6","No","No","No","No","233"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","335"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","337"
"SANTANDER","Estrato 4","5 a 6","No","Si","Si","Si","243"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","283"
"VALLE","Estrato 6","5 a 6","Si","Si","Si","Si","382"
"MAGDALENA","Estrato 5","3 a 4","Si","Si","Si","Si","368"
"CUNDINAMARCA","Estrato 4","5 a 6","Si","Si","Si","Si","385"
"RISARALDA","Estrato 6","3 a 4","Si","Si","Si","Si","345"
"VALLE","Estrato 3","3 a 4","No","Si","Si","No","340"
"VALLE","Estrato 1","1 a 2","Si","Si","Si","Si","275"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","294"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","302"
"BOGOTÁ","Estrato 3","7 a 8","No","Si","Si","Si","239"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","370"
"META","Sin Estrato","1 a 2","No","No","No","No","222"
"BOGOTÁ","Estrato 2","3 a 4","No","No","No","No","214"
"NARIÑO","Estrato 5","3 a 4","Si","Si","Si","Si","283"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","387"
"CUNDINAMARCA","Estrato 5","1 a 2","No","Si","Si","Si","388"
"CUNDINAMARCA","Estrato 4","1 a 2","Si","Si","Si","Si","326"
"ATLANTICO","Estrato 6","3 a 4","Si","Si","Si","Si","295"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","282"
"VALLE","Estrato 1","3 a 4","No","Si","Si","Si","223"
"CAUCA","Estrato 1","3 a 4","Si","Si","Si","Si","291"
"CAQUETA","Estrato 1","3 a 4","No","No","Si","No","177"
"ANTIOQUIA","Estrato 4","3 a 4","Si","Si","Si","Si","302"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","379"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","285"
"CORDOBA","Estrato 5","3 a 4","Si","Si","Si","Si","256"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","245"
"META","Estrato 1","1 a 2","No","No","Si","No","245"
"ATLANTICO","Estrato 5","5 a 6","Si","Si","Si","Si","287"
"BOGOTÁ","Estrato 1","3 a 4","No","No","Si","Si","187"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","366"
"VALLE","Estrato 2","1 a 2","No","No","Si","Si","220"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","295"
"ATLANTICO","Estrato 4","3 a 4","Si","Si","Si","Si","385"
"SANTANDER","Sin Estrato","3 a 4","No","No","No","No","269"
