"cole_depto_ubicacion","fami_estratovivienda","fami_personashogar","fami_tieneautomovil","fami_tienecomputador","fami_tieneinternet","fami_tienelavadora","punt_global"
"ATLANTICO","Estrato 5","3 a 4","Si","Si","Si","Si","353"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","202"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","241"
"CAUCA","Estrato 2","3 a 4","Si","Si","Si","Si","344"
"CORDOBA","Estrato 4","3 a 4","Si","Si","Si","Si","167"
"VALLE","Estrato 2","3 a 4","No","No","Si","Si","253"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","360"
"CAQUETA","Estrato 1","3 a 4","Si","Si","Si","Si","235"
"MAGDALENA","Estrato 6","3 a 4","Si","Si","Si","Si","323"
"BOLIVAR","Estrato 6","5 a 6","Si","Si","Si","Si","392"
"CALDAS","Estrato 3","3 a 4","No","Si","Si","Si","270"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","377"
"VALLE","Estrato 2","9 o más","Si","Si","Si","Si","261"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","362"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","327"
"BOGOTÁ","Estrato 5","9 o más","Si","Si","Si","Si","361"
"NARIÑO","Estrato 1","1 a 2","No","Si","Si","No","232"
"BOGOTÁ","Sin Estrato","5 a 6","No","No","Si","Si","173"
"CAUCA","Estrato 2","3 a 4","No","No","Si","No","276"
"ANTIOQUIA","Estrato 2","3 a 4","No","Si","Si","Si","267"
"BOGOTÁ","Estrato 2","3 a 4","No","No","No","No","247"
"ANTIOQUIA","Estrato 1","5 a 6","No","Si","Si","No","252"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","363"
"NORTE SANTANDER","Estrato 2","7 a 8","No","Si","Si","No","203"
"NARIÑO","Estrato 4","3 a 4","Si","Si","Si","Si","329"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","253"
"CUNDINAMARCA","Estrato 2","3 a 4","No","Si","Si","Si","210"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","251"
"TOLIMA","Estrato 2","5 a 6","No","Si","Si","Si","172"
"BOGOTÁ","Estrato 2","3 a 4","No","No","Si","Si","283"
"CUNDINAMARCA","Estrato 6","3 a 4","Si","Si","Si","Si","333"
"BOGOTÁ","Estrato 2","5 a 6","No","Si","Si","Si","276"
"SANTANDER","Estrato 1","1 a 2","Si","No","Si","No","242"
"CALDAS","Estrato 3","1 a 2","No","Si","Si","No","326"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","371"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","287"
"ATLANTICO","Estrato 4","3 a 4","Si","Si","Si","Si","360"
"CUNDINAMARCA","Estrato 3","3 a 4","No","Si","Si","Si","250"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","275"
"CAUCA","Estrato 4","5 a 6","Si","Si","No","Si","245"
"BOLIVAR","Estrato 6","3 a 4","Si","Si","Si","Si","300"
"SANTANDER","Estrato 3","1 a 2","No","No","No","Si","283"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","327"
"NARIÑO","Estrato 3","3 a 4","No","Si","Si","Si","309"
"VALLE","Estrato 1","5 a 6","No","No","Si","Si","286"
"VALLE","Estrato 2","1 a 2","Si","Si","Si","Si","238"
"CESAR","Estrato 3","3 a 4","Si","No","Si","Si","196"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","322"
"BOGOTÁ","Estrato 2","1 a 2","No","No","No","Si","266"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","355"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","349"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","322"
"CUNDINAMARCA","Estrato 3","3 a 4","Si","Si","Si","Si","319"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","306"
"BOGOTÁ","Estrato 1","3 a 4","No","No","No","Si","295"
"LA GUAJIRA","Sin Estrato","1 a 2","No","No","No","No","175"
"BOLIVAR","Estrato 2","5 a 6","No","No","No","No","319"
"CESAR","Estrato 3","3 a 4","No","No","Si","Si","190"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","265"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","285"
"ANTIOQUIA","Estrato 2","3 a 4","No","No","No","Si","218"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","301"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","354"
"NARIÑO","Estrato 3","1 a 2","No","No","No","No","178"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","325"
"ATLANTICO","Estrato 3","5 a 6","No","No","Si","Si","164"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","340"
"CESAR","Estrato 1","3 a 4","No","No","No","Si","207"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","368"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","342"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","298"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","285"
"BOGOTÁ","Estrato 1","3 a 4","No","No","Si","Si","242"
"CAUCA","Estrato 4","7 a 8","Si","Si","Si","Si","178"
"NARIÑO","Estrato 4","3 a 4","No","Si","Si","Si","341"
"VALLE","Estrato 2","1 a 2","No","Si","Si","Si","200"
"BOGOTÁ","Estrato 1","3 a 4","No","No","Si","Si","232"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","348"
"BOLIVAR","Estrato 1","3 a 4","No","Si","Si","Si","179"
"BOGOTÁ","Estrato 2","1 a 2","No","No","Si","Si","179"
"BOGOTÁ","Estrato 4","3 a 4","No","Si","Si","Si","273"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","425"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","353"
"CORDOBA","Estrato 2","5 a 6","No","No","Si","No","271"
"CAUCA","Estrato 1","3 a 4","No","Si","Si","Si","260"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","301"
"CALDAS","Estrato 6","3 a 4","Si","Si","Si","Si","324"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","359"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","247"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","342"
"BOGOTÁ","Estrato 3","5 a 6","No","Si","No","No","298"
"NARIÑO","Estrato 2","1 a 2","No","Si","Si","Si","199"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","228"
"SANTANDER","Estrato 6","5 a 6","Si","Si","Si","Si","415"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","314"
"BOGOTÁ","Estrato 3","5 a 6","Si","Si","Si","Si","312"
"VALLE","Estrato 6","5 a 6","Si","Si","Si","Si","242"
"SANTANDER","Estrato 3","3 a 4","Si","Si","Si","Si","239"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","320"
"BOLIVAR","Estrato 4","5 a 6","Si","Si","Si","Si","213"
"VALLE","Estrato 2","5 a 6","No","No","No","Si","176"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","326"
"VALLE","Estrato 1","3 a 4","Si","Si","Si","Si","283"
"SANTANDER","Estrato 6","5 a 6","Si","Si","Si","Si","351"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","353"
"BOLIVAR","Estrato 3","5 a 6","No","No","No","Si","271"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","316"
"TOLIMA","Estrato 1","3 a 4","No","Si","No","No","184"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","342"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","210"
"CESAR","Sin Estrato","1 a 2","Si","No","No","No","180"
"VALLE","Estrato 3","1 a 2","Si","Si","Si","Si","288"
"BOGOTÁ","Estrato 2","5 a 6","No","No","Si","Si","220"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","317"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","317"
"HUILA","Estrato 1","3 a 4","Si","Si","Si","Si","267"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","375"
"CAUCA","Estrato 2","5 a 6","Si","Si","Si","Si","326"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","308"
"ANTIOQUIA","Estrato 5","5 a 6","Si","Si","Si","Si","344"
"CUNDINAMARCA","Estrato 4","3 a 4","Si","Si","Si","Si","387"
"BOLIVAR","Estrato 6","3 a 4","Si","Si","Si","Si","211"
"CORDOBA","Estrato 1","9 o más","No","No","No","Si","255"
"VALLE","Estrato 2","1 a 2","No","Si","Si","Si","281"
"BOYACA","Estrato 3","3 a 4","No","Si","Si","No","194"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","365"
"HUILA","Estrato 2","5 a 6","No","No","Si","Si","318"
"SANTANDER","Estrato 5","3 a 4","Si","Si","Si","Si","338"
"VALLE","Estrato 4","9 o más","Si","Si","Si","Si","248"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","334"
"ATLANTICO","Estrato 6","5 a 6","Si","Si","Si","Si","332"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","187"
"SANTANDER","Estrato 1","5 a 6","No","No","No","No","207"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","292"
"NARIÑO","Estrato 1","3 a 4","No","Si","Si","Si","210"
"BOGOTÁ","Estrato 2","1 a 2","No","No","No","No","195"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","303"
"LA GUAJIRA","Estrato 1","5 a 6","No","Si","No","Si","206"
"VALLE","Sin Estrato","3 a 4","No","No","Si","Si","217"
"BOGOTÁ","Estrato 1","5 a 6","No","No","No","Si","231"
"ANTIOQUIA","Sin Estrato","5 a 6","Si","Si","Si","Si","255"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","239"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","312"
"CUNDINAMARCA","Estrato 2","5 a 6","No","No","Si","Si","277"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","241"
"CESAR","Estrato 2","5 a 6","Si","Si","Si","Si","162"
"VALLE","Estrato 2","3 a 4","No","No","Si","Si","297"
"CORDOBA","Estrato 2","3 a 4","Si","Si","Si","No","238"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","354"
"NARIÑO","Estrato 3","5 a 6","No","No","No","No","197"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","311"
"ANTIOQUIA","Estrato 4","3 a 4","Si","Si","Si","Si","373"
"VALLE","Estrato 1","1 a 2","No","Si","Si","Si","333"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","336"
"ATLANTICO","Estrato 6","5 a 6","Si","Si","Si","Si","250"
"SANTANDER","Estrato 1","3 a 4","No","No","Si","Si","173"
"BOGOTÁ","Estrato 2","1 a 2","No","Si","Si","Si","262"
"TOLIMA","Estrato 2","3 a 4","No","No","No","No","263"
"CUNDINAMARCA","Estrato 3","3 a 4","Si","Si","Si","Si","362"
"VALLE","Estrato 3","7 a 8","No","No","Si","No","338"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","229"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","300"
"TOLIMA","Estrato 2","1 a 2","No","Si","Si","Si","214"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","214"
"CUNDINAMARCA","Estrato 5","5 a 6","Si","Si","Si","Si","307"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","277"
"ATLANTICO","Estrato 6","3 a 4","Si","Si","Si","Si","331"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","242"
"ANTIOQUIA","Estrato 4","3 a 4","Si","Si","Si","Si","318"
"VALLE","Sin Estrato","3 a 4","Si","Si","Si","Si","388"
"VALLE","Estrato 3","5 a 6","No","No","Si","Si","303"
"VALLE","Estrato 2","1 a 2","No","Si","Si","Si","300"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","308"
"ANTIOQUIA","Estrato 4","5 a 6","Si","Si","Si","Si","342"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","325"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","319"
"NARIÑO","Estrato 2","5 a 6","No","Si","Si","Si","349"
"BOLIVAR","Estrato 6","3 a 4","Si","Si","Si","Si","295"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","286"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","329"
"BOGOTÁ","Estrato 3","3 a 4","No","No","No","Si","232"
"ATLANTICO","Estrato 5","3 a 4","Si","Si","Si","Si","297"
"CAUCA","Estrato 2","1 a 2","No","Si","Si","Si","298"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","349"
"NARIÑO","Estrato 3","1 a 2","No","Si","Si","Si","350"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","281"
"BOGOTÁ","Estrato 2","5 a 6","No","Si","Si","Si","338"
"CUNDINAMARCA","Estrato 3","5 a 6","Si","Si","Si","Si","374"
"BOGOTÁ","Estrato 2","5 a 6","No","No","Si","Si","260"
"ATLANTICO","Estrato 6","5 a 6","Si","Si","Si","Si","324"
"NORTE SANTANDER","Estrato 1","5 a 6","No","No","Si","Si","248"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","376"
"ANTIOQUIA","Estrato 3","5 a 6","No","Si","Si","Si","282"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","341"
"VALLE","Estrato 3","3 a 4","No","No","Si","Si","313"
"CUNDINAMARCA","Estrato 6","3 a 4","Si","Si","Si","Si","284"
"SANTANDER","Estrato 2","3 a 4","No","No","Si","Si","187"
"VALLE","Estrato 1","3 a 4","No","Si","Si","Si","361"
"BOGOTÁ","Estrato 2","3 a 4","Si","Si","Si","Si","338"
"VALLE","Estrato 3","7 a 8","No","Si","Si","Si","202"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","306"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","322"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","287"
"VALLE","Estrato 3","5 a 6","Si","No","Si","Si","221"
"CUNDINAMARCA","Estrato 1","3 a 4","No","Si","Si","Si","263"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","250"
"VALLE","Estrato 2","5 a 6","Si","Si","Si","Si","199"
"VALLE","Estrato 2","5 a 6","No","No","Si","No","195"
"MAGDALENA","Estrato 4","3 a 4","No","Si","Si","Si","332"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","330"
"RISARALDA","Estrato 6","5 a 6","Si","Si","Si","Si","354"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","345"
"VALLE","Estrato 3","1 a 2","No","Si","Si","No","196"
"NARIÑO","Estrato 3","3 a 4","Si","Si","Si","Si","331"
"TOLIMA","Estrato 1","5 a 6","No","No","Si","Si","192"
"QUINDIO","Estrato 6","3 a 4","Si","Si","Si","Si","319"
"VALLE","Estrato 1","5 a 6","Si","Si","Si","Si","323"
"BOLIVAR","Estrato 1","3 a 4","No","Si","Si","Si","300"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","370"
"BOGOTÁ","Estrato 2","3 a 4","Si","Si","Si","Si","216"
"VALLE","Estrato 2","1 a 2","No","Si","Si","Si","253"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","310"
"BOGOTÁ","Estrato 3","5 a 6","No","Si","No","Si","248"
"ANTIOQUIA","Estrato 2","1 a 2","Si","No","Si","No","191"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","275"
"CAUCA","Estrato 3","5 a 6","Si","Si","Si","Si","354"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","340"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","356"
"SANTANDER","Estrato 4","3 a 4","Si","Si","Si","Si","316"
"CAUCA","Estrato 2","3 a 4","No","No","Si","No","283"
"HUILA","Estrato 3","3 a 4","No","Si","Si","Si","308"
"CAUCA","Estrato 5","5 a 6","No","No","Si","No","191"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","367"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","370"
"BOGOTÁ","Estrato 4","3 a 4","No","Si","Si","Si","325"
"ANTIOQUIA","Estrato 2","3 a 4","Si","Si","Si","Si","209"
"ANTIOQUIA","Estrato 5","3 a 4","Si","Si","Si","Si","350"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","323"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","249"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","310"
"HUILA","Estrato 4","5 a 6","No","Si","Si","Si","228"
"VALLE","Estrato 2","5 a 6","Si","Si","Si","Si","312"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","263"
"NARIÑO","Estrato 6","3 a 4","Si","Si","Si","Si","356"
"CUNDINAMARCA","Sin Estrato","3 a 4","Si","Si","Si","Si","364"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","255"
"BOGOTÁ","Estrato 3","1 a 2","No","Si","Si","Si","250"
"NARIÑO","Estrato 4","5 a 6","Si","Si","Si","Si","293"
"BOGOTÁ","Estrato 1","5 a 6","Si","Si","Si","Si","192"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","322"
"CESAR","Estrato 1","5 a 6","No","No","Si","Si","233"
"CAUCA","Estrato 3","5 a 6","Si","Si","Si","Si","327"
"BOGOTÁ","Estrato 3","1 a 2","No","Si","Si","Si","211"
"RISARALDA","Estrato 4","1 a 2","Si","Si","Si","Si","312"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","453"
"BOGOTÁ","Estrato 1","7 a 8","No","Si","Si","No","172"
"CUNDINAMARCA","Estrato 6","5 a 6","Si","Si","Si","Si","365"
"CAUCA","Estrato 1","5 a 6","No","No","Si","No","192"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","298"
"TOLIMA","Estrato 3","3 a 4","Si","Si","Si","No","267"
"ANTIOQUIA","Estrato 5","3 a 4","Si","Si","Si","Si","318"
"VALLE","Estrato 2","5 a 6","Si","Si","Si","Si","305"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","317"
"VALLE","Estrato 3","7 a 8","No","Si","Si","Si","174"
"CAUCA","Estrato 5","3 a 4","Si","Si","Si","Si","307"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","290"
"ATLANTICO","Estrato 4","5 a 6","Si","Si","Si","Si","301"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","233"
"VALLE","Estrato 3","3 a 4","No","Si","Si","No","283"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","237"
"LA GUAJIRA","Estrato 1","3 a 4","Si","Si","No","No","154"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","316"
"VALLE","Estrato 2","3 a 4","No","No","Si","Si","217"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","309"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","302"
"NARIÑO","Estrato 2","3 a 4","Si","Si","Si","Si","336"
"NARIÑO","Estrato 1","5 a 6","No","Si","Si","Si","192"
"BOGOTÁ","Estrato 5","3 a 4","No","Si","Si","Si","302"
"ANTIOQUIA","Estrato 6","5 a 6","Si","Si","Si","Si","332"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","217"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","328"
"BOGOTÁ","Estrato 2","5 a 6","No","No","Si","Si","196"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","304"
"VALLE","Estrato 2","1 a 2","Si","Si","Si","Si","288"
"META","Estrato 1","1 a 2","No","No","No","Si","232"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","220"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","288"
"ANTIOQUIA","Estrato 3","3 a 4","No","Si","Si","Si","274"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","264"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","337"
"CUNDINAMARCA","Estrato 3","3 a 4","Si","Si","Si","Si","305"
"BOGOTÁ","Estrato 4","1 a 2","Si","Si","Si","Si","316"
"CUNDINAMARCA","Estrato 3","3 a 4","No","Si","Si","Si","265"
"ATLANTICO","Estrato 6","3 a 4","Si","Si","Si","Si","259"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","332"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","336"
"ANTIOQUIA","Estrato 6","5 a 6","Si","Si","Si","Si","322"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","296"
"ANTIOQUIA","Estrato 2","1 a 2","No","No","No","No","233"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","341"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","192"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","371"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","325"
"NARIÑO","Estrato 2","1 a 2","No","Si","Si","Si","233"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","329"
"CALDAS","Estrato 6","3 a 4","Si","Si","Si","Si","377"
"ATLANTICO","Estrato 6","3 a 4","Si","Si","Si","Si","332"
"CAUCA","Estrato 1","1 a 2","No","Si","Si","Si","282"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","387"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","327"
"BOGOTÁ","Estrato 6","1 a 2","Si","Si","Si","Si","367"
"ANTIOQUIA","Estrato 6","1 a 2","Si","Si","Si","Si","353"
"CAUCA","Estrato 1","5 a 6","No","No","No","No","200"
"VALLE","Estrato 1","3 a 4","No","No","No","Si","239"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","272"
"VALLE","Estrato 1","3 a 4","No","Si","Si","Si","283"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","313"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","370"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","356"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","353"
"LA GUAJIRA","Estrato 3","1 a 2","Si","Si","Si","Si","209"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","290"
"CUNDINAMARCA","Estrato 4","3 a 4","Si","Si","Si","Si","355"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","280"
"NARIÑO","Estrato 1","3 a 4","Si","Si","Si","Si","245"
"CAUCA","Estrato 3","9 o más","No","Si","Si","No","257"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","318"
"CUNDINAMARCA","Estrato 3","7 a 8","No","No","Si","Si","198"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","281"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","379"
"LA GUAJIRA","Estrato 3","5 a 6","Si","Si","Si","Si","325"
"ANTIOQUIA","Estrato 5","3 a 4","Si","Si","Si","Si","295"
"CAUCA","Estrato 3","3 a 4","No","Si","No","Si","328"
"META","Estrato 2","5 a 6","Si","Si","Si","Si","180"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","303"
"ANTIOQUIA","Estrato 4","3 a 4","Si","Si","Si","Si","340"
"ANTIOQUIA","Estrato 2","7 a 8","No","No","Si","Si","243"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","235"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","302"
"CAUCA","Estrato 3","5 a 6","Si","Si","Si","Si","322"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","350"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","362"
"NARIÑO","Estrato 2","5 a 6","No","No","No","Si","301"
"SANTANDER","Estrato 6","3 a 4","Si","Si","Si","Si","320"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","329"
"TOLIMA","Estrato 3","3 a 4","No","Si","Si","Si","275"
"CALDAS","Estrato 3","3 a 4","Si","Si","Si","Si","361"
"ANTIOQUIA","Estrato 1","3 a 4","No","No","No","Si","174"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","324"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","332"
"META","Estrato 3","5 a 6","No","Si","Si","Si","183"
"ANTIOQUIA","Estrato 5","5 a 6","Si","Si","Si","Si","339"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","357"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","345"
"META","Estrato 2","5 a 6","No","No","Si","Si","225"
"ATLANTICO","Estrato 6","5 a 6","Si","Si","Si","Si","288"
"VALLE","Estrato 2","7 a 8","No","No","Si","Si","331"
"VALLE","Estrato 6","3 a 4","No","Si","Si","Si","318"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","378"
"ATLANTICO","Estrato 6","3 a 4","Si","Si","Si","Si","313"
"ATLANTICO","Estrato 6","5 a 6","Si","Si","Si","Si","325"
"VALLE","Estrato 1","3 a 4","Si","Si","Si","Si","359"
"CAUCA","Estrato 4","3 a 4","Si","Si","Si","Si","272"
"BOGOTÁ","Estrato 2","3 a 4","Si","Si","Si","Si","249"
"VALLE","Estrato 1","3 a 4","No","Si","Si","Si","363"
"CESAR","Estrato 5","5 a 6","No","Si","Si","Si","145"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","377"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","370"
"CALDAS","Estrato 4","3 a 4","Si","Si","Si","Si","258"
"BOGOTÁ","Sin Estrato","3 a 4","Si","Si","Si","Si","365"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","240"
"BOGOTÁ","Estrato 3","3 a 4","No","No","Si","Si","229"
"NARIÑO","Estrato 2","5 a 6","Si","Si","Si","Si","275"
"CESAR","Estrato 1","1 a 2","No","No","No","Si","188"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","317"
"CAUCA","Estrato 2","3 a 4","No","No","Si","Si","204"
"ATLANTICO","Estrato 2","5 a 6","No","No","Si","Si","212"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","335"
"CAUCA","Estrato 3","3 a 4","Si","Si","Si","Si","259"
"VALLE","Estrato 6","5 a 6","Si","Si","Si","Si","303"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","321"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","276"
"ATLANTICO","Estrato 5","5 a 6","Si","Si","Si","Si","366"
"BOGOTÁ","Estrato 3","5 a 6","No","Si","Si","Si","190"
"BOGOTÁ","Estrato 6","9 o más","Si","Si","Si","Si","310"
"NARIÑO","Estrato 2","5 a 6","No","No","Si","Si","203"
"CUNDINAMARCA","Estrato 2","3 a 4","No","No","Si","Si","252"
"CAUCA","Estrato 2","3 a 4","Si","Si","Si","Si","270"
"BOGOTÁ","Estrato 2","3 a 4","Si","No","No","Si","216"
"ANTIOQUIA","Estrato 5","3 a 4","Si","Si","Si","Si","255"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","277"
"BOGOTÁ","Estrato 4","1 a 2","Si","Si","Si","Si","309"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","356"
